mz,KOGCHUM1,KOGCHUM2,KOGCHUM3,WTGCHUM1,WTGCHUM2,WTGCHUM3,KORCHUM1,KORCHUM2,KORCHUM3,WTRCHUM1,WTRCHUM2,WTRCHUM3
228.6334647,0,0,0,0,0,0,244202.5971,25040.90741,116622.7232,282566.5485,165483.9196,238733.1817
232.0280869,123.3921204,769.5083096,13718.07955,9248.189356,4141.062309,986.392129,1000402.159,89751.90809,316453.8045,700813.649,377597.4523,510337.9951
195.0654505,27217.11649,38354.44722,51619.6557,43288.42868,27625.60953,58700.39431,10745.91351,4968.80367,4821.003232,9976.285496,6937.564898,6464.283177
184.6357842,0,175.3904092,5590.451902,11641.03892,29257.14212,25816.43559,853197.9337,58589.5072,263134.8661,776050.3168,324495.5686,1541586.882
187.0966311,51241.8857,91167.47702,158744.009,140895.8186,152503.2638,128559.4602,3404789.048,196619.5386,687522.5796,1910812.615,731799.7833,3195969.218
182.223304,0,358.4008451,4766.134237,8068.107954,14548.45414,11853.59043,406596.074,21733.48201,84638.21754,234582.0655,85347.47347,342181.0235
192.167793,0,0,3251.682685,6331.589343,12354.97119,9904.499861,360039.4315,17897.73961,74489.40436,205452.9625,74504.8892,310646.734
189.6067369,0,156.8462024,5878.456798,11397.37254,27153.8391,24208.26919,800251.2932,50948.17974,245885.2663,723968.0584,300231.3607,1447106.635
188.0999054,2920.950736,5543.965008,10607.49008,7747.051599,8941.392526,7670.298935,299889.4282,13061.74537,57537.10223,163314.1755,62101.50973,284495.4848
184.0281905,0,0,0,1188.062409,4278.780514,4601.005249,221258.8243,9958.158597,34522.62449,92600.04326,26295.75338,102434.5199
186.4767001,0,0,0,1080.71315,5004.094628,4746.568056,234851.6648,10809.25717,37110.55084,98088.46796,26833.93644,104183.7121
197.4482513,0,0,0,0,0,199.554643,82487.68847,3595.269178,30891.57076,95167.87937,35140.49313,177751.9256
127.6423526,167.6543734,1812.275759,22917.46449,30930.46299,23923.59347,46678.95099,203314.0031,50925.74283,508034.4032,32665.60537,46614.51736,377269.0952
130.4900111,0,644.7111775,22157.28183,28497.44337,22339.21697,43694.89682,189144.1608,45746.42172,476919.4805,29570.86339,41429.34001,360060.99
126.2533429,0,398.1599168,16932.73062,19404.5121,9645.696552,22281.42205,94214.68245,18548.97624,164654.1014,4153.298577,8104.555348,74425.61377
131.9496982,0,575.184774,13165.94761,15561.30047,7929.648815,17939.84244,79499.90831,13020.67864,144003.303,878.4150371,3449.011746,68365.38444
129.054418,98414.32704,155730.7917,455151.6954,274650.7919,128362.068,219180.4219,811584.0491,173964.7058,1318464.582,92055.36184,110481.1905,783106.6346
236.1047426,102.1921287,0,0,0,0,0,240377.7594,58409.70867,65007.55066,122732.6541,183220.1976,214797.4135
283.0683453,1359.463902,1917.469267,156.2850426,196.7252938,0,0,36207.45771,81128.69527,71562.11816,255.5110466,134437.1676,180640.5847
91.05490868,17943.77932,35533.25468,199901.6177,57281.73881,52661.90453,40618.61654,273999.7043,88206.45938,216335.2946,34445.81107,95817.70515,177017.4523
202.0200498,145.520466,241.8314446,472.1739495,179.4277923,221.7725002,256.7997494,257348.8534,14483.48078,91137.61445,267080.5654,130899.6749,184911.5089
165.042433,123604.3379,228803.9794,116764.0817,104502.9557,106661.5955,352720.8138,731169.4963,255894.0593,10864207.41,19757358,9464875.647,470527.1167
495.169685,12853.68746,11342.08719,42134.54945,48309.09593,14625.17448,17243.16852,138760.9732,108816.121,369728.9862,101637.785,521145.1096,775699.7326
458.4669566,0,0,235.4951755,3773.47587,551.5029382,2281.976651,28438.43808,28832.87286,123093.4595,28208.38443,209792.0926,334546.0669
468.150571,17371.93534,13683.28225,47973.9108,57241.67823,18815.04286,18470.05684,131438.7811,108176.9476,351051.4085,74146.48057,500099.1249,720902.0254
233.0420118,106.3437632,145.8589642,0,0,0,0,704.0987115,153.5372673,110333.0441,150488.9604,74886.84142,0
325.3434328,0,0,0,0,0,193.6070201,0,0,254454.7485,606400.0187,231362.8155,0
331.1179914,0,158.8597963,179.8390428,0,173.1670908,415.9667494,4934.236792,0,698993.6577,1552567.558,541817.003,477.3895442
337.0477275,0,136.9288299,0,0,633.5169122,390.5276766,332.2251043,187.4231001,260629.6862,634247.2761,238917.114,0
209.0848445,896.8900477,234.8932133,311.7710831,431.827296,0,866.2035226,34764.759,4269.732108,107200.8241,140074.8333,13577.96973,399717.848
149.7370658,0,105.6078149,691.8648279,611.516361,0,479.148887,31699.83639,9554.310578,119440.7867,259114.3115,141469.5349,26504.07181
160.0263409,5082.262373,7544.278839,6881.88131,6896.350916,4662.90127,10866.99875,53203.34052,16050.52735,190784.8493,307666.826,107340.3728,30109.35529
153.3590556,0,201.2150867,1649.519509,2000.796238,940.2953071,2762.315286,1378.00274,176.9073408,208193.8232,450534.1267,254078.5694,7461.12448
178.1392839,40014.71237,51423.49517,58950.55112,49598.37851,43802.77094,62828.01163,31836.44133,17136.7067,220157.2616,461078.043,245811.4157,17204.03874
165.054203,19395.01414,23796.32191,44884.85073,21839.38622,61421.81852,45708.05223,729999.4194,71941.48132,10891732.96,19331192.69,9631631.033,346380.1567
163.0139761,16301.31135,15480.74417,16601.35064,15877.92152,21945.11424,81799.48587,179877.2935,66352.52087,4159325.157,7990639.574,4316701.756,215991.3418
159.0453485,45219.74328,66849.8596,75993.76051,76978.86845,61607.73203,64644.04451,211873.5498,73662.49447,501447.4775,1209000.16,759732.9124,160395.1314
162.0078947,1305.909882,4175.783639,2415.849241,2557.376084,3144.346757,12943.03909,31493.95444,9554.655856,350408.8404,637329.4843,304171.688,26245.42216
167.1328347,1469.265385,6034.512782,5143.939607,9987.52227,17766.42465,73949.71931,173803.0819,58465.58192,4077901.659,7892675.787,4236247.992,206759.8993
211.0599713,1780.845957,1129.387104,2697.342932,1212.291923,1310.514851,3198.283823,18925.24972,165.1970808,251433.5297,456005.5984,233206.8904,5771.602909
166.0574888,3355.167675,11085.4128,9284.097859,4743.618523,3383.322603,24284.25261,65089.94163,14477.99999,1046754.167,1870855.451,919986.8887,32937.5686
121.0643067,174.3601477,556.6425711,857.5985361,0,2885.947932,380.6022985,74852.69694,4008.889671,1350522.632,2472883.609,1207686.18,33151.54306
169.2510772,646.0940996,5540.358555,9407.558402,8228.64518,8338.864644,9038.986123,75384.19119,5701.021439,1203175.943,2075487.891,957522.7518,34938.28314
161.0114383,35042.59481,24563.35235,21817.00811,17726.03306,14610.55248,43161.82422,86450.70304,29705.89734,1238009.044,2097084.813,980846.0362,42547.6475
119.781001,0,0,0,168.4297024,160.2300178,150.5535885,15046.1247,0,509609.9766,1010939.559,535036.7836,11615.59395
171.40983,79.31111229,2906.62273,2367.707304,5160.271433,1606.224531,9905.467236,21117.71986,4042.981964,536016.7948,1236070.66,748055.4327,27785.40364
173.6101689,203.1015355,744.4969488,377.1958574,2676.603835,1012.167312,7178.344932,16877.3457,4815.089442,556465.3388,1077934.516,526534.6212,20987.39312
122.3683448,0,0,0,0,0,0,13583.96794,0,499098.1116,1002604.545,525466.7014,11302.47992
158.0762809,4064.891873,5921.676372,2460.093467,2893.602342,216.6201312,4474.857918,8413.81134,1341.026671,168014.1941,365757.5351,191140.4417,12699.71541
157.1153119,14181.85853,13162.81299,13791.58598,11637.76286,10898.43202,10439.69439,18064.80007,11148.05495,565824.0301,1085341.172,550613.2428,26490.06705
156.1635001,72.9450307,1071.685927,413.0169429,168.4494456,168.35514,4628.43093,7985.012581,1244.642156,192907.9901,358735.5307,156466.0881,3200.387708
174.7262494,97.64719515,335.4870281,550.8430867,2268.248794,229.3075007,2025.14802,10220.46439,0,175381.2439,346541.7627,149244.8714,3130.64548
117.2748768,0,0,0,0,0,142.9644115,0,0,53193.69137,142561.3646,88438.06476,0
175.8517593,3713.545055,13728.41451,22608.08712,20800.47138,16989.15617,33076.01728,20040.60385,1675.897887,170872.2871,322158.2103,189481.4895,5122.756566
214.0694461,395.4567006,108.8592166,185.5913357,167.8324606,0,0,0,0,87497.5112,179573.9249,100575.9243,213.2045161
272.6347577,0,0,0,0,227.4418183,18073.85255,105168.0805,15327.63526,48020.0496,39760.12527,150443.4583,87009.29217
281.5926435,0,0,0,0,0,15178.5847,98336.7318,14333.11613,49737.08233,41166.59759,152064.343,82613.78417
304.078324,871.7964632,7238.833167,16603.93081,10824.28861,2281.929053,37630.39361,170857.1454,30282.51156,61505.47892,48107.32248,130064.8775,79340.333
237.4880238,0,0,164.4145151,447.9308568,815.6483274,28681.17697,119869.6307,22640.84032,51067.86183,37547.34548,195937.9708,131004.1968
241.0824263,12811.73669,28674.68603,49179.1152,36399.76029,17760.55959,135320.0855,486881.6854,84294.70104,148355.8894,133764.7587,451949.3248,281464.3711
287.0882484,3931.794879,10180.28985,17248.05375,12093.14055,3074.154669,54234.99569,191496.7745,33206.72853,54339.98569,40097.78817,165017.1879,106745.2797
277.0597981,37942.18099,39988.50102,49881.51949,37437.30693,26375.72641,93341.39599,426520.8491,64976.38882,146272.3926,127731.6569,346604.8196,189789.9637
244.7591016,0,0,168.1331749,565.7515866,0,27213.04579,113120.8393,20184.93475,52456.06504,38419.23727,200283.3108,122430.4741
185.0614488,9733.228764,10225.31852,9831.921064,5402.481436,4669.264217,4825.773816,455246.9695,76546.00281,245132.5193,452657.2102,330035.8774,214986.0543
190.0497221,568.2864217,1554.963574,1592.737597,0,25440.03213,2502.60957,3821793.722,590554.8897,2160259.231,4356549.398,3304931.778,4132859.692
146.059981,2251.937437,7617.494912,7477.385452,8393.230418,5984.067079,2806.84703,563612.174,79375.7333,296672.5352,621391.5216,596875.602,568350.9381
187.5306894,0,0,0,0,1932.674422,0,966447.1992,184219.8151,824881.3501,1798375.901,1480726.433,1992130.26
192.6197908,0,0,0,0,1169.401116,0,918429.6149,166331.9965,804727.2554,1788578.082,1459045.775,1916338.776
144.3608965,91.71800385,853.7068415,2737.771136,4729.484155,2715.298947,346.5506293,138568.059,22970.49621,120604.0574,274907.0837,263406.8474,270759.9742
147.7892201,3353.393152,5504.574233,7164.961456,8149.471018,4450.016237,2412.272884,131948.2033,20725.0144,105647.2686,255749.649,257303.4914,261410.9773
180.2674071,99.81840878,0,0,498.5368488,0,168.2838359,84319.15916,22947.71089,104695.2082,225223.0607,186901.9956,248584.8782
181.4504354,0,285.3463562,313.9182434,883.1673461,6333.648804,7294.219304,45201.01837,8494.689453,27612.87051,86588.34598,67224.15624,93636.04656
195.2422977,0,0,0,0,192.4973634,0,417801.1134,56929.31347,238319.1885,463539.4757,327594.5501,389822.6821
191.0530816,445.1574663,267.9629923,183.5918305,176.0216543,493.8576214,0,391399.0821,54295.94353,211264.3119,449561.8649,335878.5478,435420.5752
189.415056,0,0,0,0,0,0,270123.6227,37136.14927,129620.5198,219409.6294,131560.9743,143253.9786
193.9246531,0,0,0,0,0,0,156544.1767,20596.47784,74154.63101,174685.5872,115410.564,74903.31504
193.2704579,0,0,0,0,0,0,229472.3285,30599.82305,110859.6735,199223.6825,120505.0257,64909.30083
197.9188652,0,115.8770256,0,0,0,0,100086.0926,15508.03957,102066.5524,284641.5391,256088.5617,375085.0803
142.6907894,170.0378107,698.575272,2131.153753,4030.054076,1339.612135,244.076595,62417.52299,7132.002294,30939.19748,67080.9245,59981.80278,51104.43315
200.6508832,0,0,0,0,0,0,96636.82086,17784.5173,105902.6046,241658.5281,180293.1175,227901.9559
182.6405179,84.92326317,0,0,201.1523079,347.6528655,0,62755.00725,4938.415493,91417.00253,265019.5107,258550.0117,398740.2924
186.2898029,65.01573501,0,0,0,0,0,166563.6099,21312.03273,62474.72367,121661.6932,96057.80243,131498.0599
177.0565368,251829.0935,492161.1786,705437.3401,710302.1336,508067.5918,909514.609,238543.491,160682.3553,301781.0075,301941.7478,282104.7456,358817.6433
179.3649331,1865.650055,14790.13945,39749.46367,83238.36437,93069.54715,196916.1997,5532.823056,531.7932614,885.3667708,6317.881421,2635.354722,30744.30754
174.7887234,1997.099981,15659.42052,43354.46379,90418.75535,101485.7822,219716.4726,2193.483889,0,1550.355796,21991.02248,12765.70211,9892.915944
172.5661541,1290.809414,12146.02144,32103.23552,58069.91689,55151.64114,110616.1978,704.1410595,887.7970275,21860.40365,40153.98675,14738.71793,1225.41439
181.7206893,666.4608633,10534.36988,27142.46799,47735.51014,45177.65465,91850.51052,6773.392605,0,15901.07289,59557.16901,9548.376623,7350.520618
178.0575186,36734.68576,55763.84563,72471.41122,72708.46259,49795.4319,90154.73722,28731.48563,17427.08406,89490.86972,284816.248,150111.0539,59088.59984
259.0975541,50439.05552,106996.3339,144053.9872,56520.67043,45933.26948,63105.16825,15030.44369,314.9948879,0,1360.833157,182.3694532,2508.489407
253.1304699,74229.19169,236082.4437,150857.588,265683.6486,185945.0922,320377.0383,31479.63114,8125.361506,7405.640654,4546.681954,11528.79939,8543.376461
182.0448099,24142.53709,36516.2668,191966.1168,190499.0349,198977.1541,122379.6341,2878757.162,369866.5326,510490.8921,1180398.694,870227.1907,1497701.231
179.6827207,0,0,9806.242411,21426.22092,41408.01616,25944.68217,716240.9314,112669.3541,192048.0512,489292.6078,384670.7652,711843.9366
177.3663769,0,0,7409.902992,12713.44819,20384.31025,11749.49271,345102.3014,46062.36508,63703.51305,145561.9789,103299.3685,167145.9645
172.868566,32679.33668,32296.99755,28459.67719,26127.09688,25531.80462,21568.83874,63807.72824,23412.25766,29792.84241,74401.74339,57995.62061,102736.5696
184.4536926,93.87585413,0,8144.574455,19878.12395,38303.47238,23744.2008,675206.1928,101609.7389,176511.2753,456650.9975,358101.3938,664247.5035
175.0943853,564.3495914,394.7486354,4391.972786,5679.880733,4318.761669,762.3071089,50090.45871,2038.08013,17883.51736,67899.03054,61543.18833,138630.6169
138.0546768,15855.7053,16574.32792,18952.15273,17574.93594,17936.68825,13781.1862,223452.1023,28129.09763,37449.5219,88766.88717,64129.62924,108926.8976
285.1706612,2252.989772,1212.726662,706.005756,545.2153058,15589.40904,9538.089551,1430550.665,391317.1366,345075.0636,1588075.128,2256623.662,1902563.745
289.905385,0,0,0,0,0,356.5118988,319599.492,104683.8795,115128.506,610747.8122,934942.7085,836070.6232
321.1472511,103.6527623,0,0,171.6077433,219.4138873,217.9691835,114255.1833,5802.692869,11552.91534,111648.7012,168584.9664,156710.1914
276.0425675,0,0,0,193.0297067,0,0,177432.302,29338.05931,44838.65171,206596.7229,278167.458,226183.7645
294.7587926,0,0,0,0,0,0,147748.3611,22747.44667,36596.77232,179710.2403,245946.1894,200621.6267
286.173973,127.3194137,0,0,0,214.6295022,169.6998466,206002.9733,32216.95126,46670.42322,234580.98,337036.3513,282071.7651
348.1663589,0,0,0,0,0,0,153797.9409,8235.801565,17995.38678,149054.9351,225702.1564,211567.3471
280.5509438,0,0,0,0,633.4323677,0,351413.0026,68902.46236,128452.5754,657449.7381,1000923.341,896077.5961
279.5851729,0,0,0,0,155.6814286,187.7225708,78942.02297,11961.93601,19810.42947,102294.0577,148971.6501,118227.6534
284.180821,0,0,223.4155361,0,0,0,74288.66076,11463.38237,19391.54241,99091.40054,145005.9236,114138.3782
290.9298419,210.2233968,127.958477,0,187.9597581,0,0,70296.80482,10976.35978,18901.1176,96975.12064,146025.4899,123686.3593
267.3459228,0,0,0,0,0,0,25898.82192,7428.63142,17932.58749,102818.6118,153304.3884,134139.0576
271.6420853,0,0,0,0,179.1869311,0,30623.02583,1168.237855,8884.613745,84610.80809,159695.3363,164244.8203
264.0864044,98.90614133,0,0,0,189.3156978,149.6856887,93768.59306,26830.78836,22680.18513,143325.8757,161400.8724,113763.883
176.0343919,21372.48629,35390.7503,51579.81226,63677.447,40258.82402,40205.42705,133416.3065,28697.89513,36130.96459,84019.05594,72798.93269,115310.0219
149.0597187,0,450.2339312,840.0206593,2756.518412,5974.419894,4665.460337,300575.0319,76836.61745,54605.65104,2493.086488,2379.634242,1169.992847
201.1124236,9860.096864,7623.540177,36934.35748,11954.20725,9403.67644,13583.40265,836328.7657,15536.06294,126134.4707,258502.0246,194375.2127,20819.38379
245.1391637,55445.65516,71872.25192,84490.7685,105378.6967,96102.44861,103765.9211,1713825.315,103332.8742,377387.4509,623047.6362,167770.2789,458.6655822
241.4539358,0,0,1169.279183,3848.866984,3770.411965,18131.89243,436217.1626,9318.113602,136027.7604,257456.2889,56326.33215,0
248.9093706,8840.876084,10123.7797,7308.615972,8133.058089,7005.594678,16344.95648,399150.2259,9203.304518,123082.9158,235721.6535,50823.79961,409.2086878
237.8512156,100.1858716,0,509.0840568,1724.625422,1741.059025,8162.988365,216860.6991,2679.422405,48276.74038,81237.74217,13945.57001,0
269.1137667,60536.64833,114726.2011,133789.192,109262.1134,85203.86533,180746.7521,10837.38215,10345.57711,8423.79211,5900.36535,4664.352453,16980.52605
121.0282393,174451.8875,179523.0629,181358.2762,176020.2401,152890.2445,150021.4759,134012.3863,124459.464,219975.3587,203997.802,178699.5544,299282.0888
324.0231215,23532.45538,32663.37834,102133.6274,89609.07988,71865.38644,87022.16522,24147.4436,2105.930473,6584.620993,0,3620.274467,0
283.1299076,99808.82859,269432.8766,588083.4241,470181.3495,289357.9185,814656.5736,21577.43717,1342.387595,5411.664669,8096.101331,12710.48456,12395.41247
284.1332344,11622.2787,33325.20331,71699.64588,55407.16701,35040.94054,99405.37044,22835.41091,0,0,0,191.2240179,184.8716014
287.8138464,1456.729407,10366.25383,47422.74863,72522.28746,58606.42506,185387.96,2105.016018,0,0,621.7040652,1676.964094,3034.26216
278.5594483,1047.895279,10481.0989,51088.30853,79329.45824,63804.83414,199318.8219,11722.61112,0,0,781.7100765,2189.310324,4516.845519
224.0924037,588.0972381,0,178.1934912,0,177.3290782,297.2304941,4130.446787,553.7751198,11539.61608,39140.52428,61146.8707,48117.98587
240.6742579,117.0600261,0,0,0,0,0,130748.6283,9939.522228,33996.09132,171036.8616,181453.8596,137212.3543
248.0926277,334.9649355,151.2359132,395.243528,1172.833991,6197.856262,3134.318179,1018147.689,99549.14415,249530.4572,1308232.122,1488651.764,1086036.251
255.8605587,238.2779872,140.9775819,1984.613683,3399.771938,0,2441.145357,119509.5286,9267.947804,26889.37904,142761.4635,155037.9818,104373.4203
249.0957791,374.7465538,0,588.9207934,381.6597679,0,0,129501.5427,11444.40487,29114.42745,160878.9837,196726.94,142968.1243
251.9313033,85.71970805,0,212.2772497,1162.587713,0,479.8665612,268086.3492,23884.28852,83094.74696,547215.2906,646649.2977,500651.2841
267.2882841,0,0,3095.176942,12830.01504,4672.865876,8212.569588,1035955.842,17338.61031,56229.78845,232235.587,86830.78883,364624.421
259.0006228,19464.55237,25071.82747,31699.92543,30400.1159,24459.23099,25444.4221,1077755.855,21426.69825,75251.0475,242198.4649,96354.86175,383324.3604
263.0951952,12692.45477,19016.04641,129617.9827,149392.6585,30144.45151,53661.0679,4064822.165,68944.07426,168599.1008,554898.5281,201233.063,790256.9527
271.5836497,0,135.1886585,742.5771929,545.2630439,0,469.971384,458772.3873,625.836529,15393.54321,57074.80128,16970.8262,71687.60902
239.1286403,36830.72706,40042.13159,37624.11075,35743.10122,32101.92507,31752.44369,416901.3365,32001.18039,236860.5447,478606.2471,281540.202,839543.9254
235.5776745,0,0,0,0,0,1015.203664,109811.3635,4150.593844,84776.61226,200655.9732,125787.8536,405127.6559
244.3404084,0,1079.058174,2367.699234,1404.79397,375.8554546,1105.895542,11304.97666,25822.69434,92740.88053,571161.4624,671153.4652,521034.5337
354.2027795,18421.75211,55825.38458,150722.4759,165748.3875,47651.58469,83435.71914,5138.848722,0,825.9489203,297.6926261,244.3038472,251.6542767
329.1034439,62507.33082,6131.434344,105326.3351,12756.34627,256880.2478,101490.3302,868356.7433,1169408.285,173585.3272,420986.9152,634923.7397,436323.3016
359.1136007,907.4767275,1989.330774,4270.624072,3144.316056,2475.377285,6409.752492,173677.5195,4786.896839,174719.6018,115868.045,57688.05426,2208.57872
279.0912789,21854.66362,37695.05886,295857.2468,332726.4968,74653.81043,219012.4133,1141028.061,12124.45254,66546.99982,322411.8874,103572.6648,407603.9262
283.6772843,113.1206028,342.1443152,7890.479203,21133.87793,4705.662981,11401.83099,281317.9654,1914.102648,22715.49388,123591.2172,40296.39661,179725.1488
274.6177673,0,0,9363.176815,22385.30925,4324.801613,11765.33956,291707.7591,921.143519,22505.88972,129034.8172,39606.35607,190591.8917
371.1312328,214198.3261,73588.24835,497249.5821,228892.2638,125165.6377,375002.0656,58750.50738,0,16773.46448,16066.24571,8785.999439,27118.76606
315.1289349,21658.35079,17381.32129,102691.7166,51301.70452,44988.75571,59590.6168,912991.2496,224723.398,379272.1794,751988.5106,681118.0712,638362.7864
327.1025772,95570.32484,53100.54851,92247.71489,176423.2202,119857.3974,244130.8256,39513.00336,888.7518632,4000.169071,11216.04271,4981.87146,8720.759351
309.7659174,0,150.6779137,1716.620176,3164.871994,5768.345827,9159.716904,242661.0727,67292.77063,139005.5442,315964.9422,300125.3559,295516.9997
316.1296859,923.8201211,1217.838116,5954.484349,5438.740207,4458.291349,5726.950194,165932.9368,42188.52369,85973.56826,162532.1383,135622.4023,142355.5739
215.1279653,46384.7299,53251.94067,166377.3861,93135.30965,80419.92184,86299.80763,1578711.845,140024.0048,582838.2025,274749.3286,393998.7047,956302.5721
218.2229936,161.7328535,121.5473296,8892.144818,9923.12318,10950.69858,13315.31889,396899.092,38588.10629,203910.2366,99790.9863,170365.7712,442373.0915
212.0965581,27087.60048,177031.0391,374443.5322,274096.2195,166237.1469,238189.6563,413890.111,40603.68035,215343.341,114734.8184,175528.7757,462703.6942
323.3830358,0,0,9983.142904,733.6867012,53330.37726,22329.48779,442374.7783,377768.4709,61808.01123,178307.9944,283495.0785,217585.3393
339.1559441,6333.048791,8529.396688,28808.94699,25716.67306,17259.11422,31951.4274,591759.3022,74583.94465,357413.3855,456314.6384,466523.2923,537856.7725
320.6327962,185.7837879,0,2914.913713,700.935426,5111.876869,2023.79302,59947.77358,63802.0984,125394.3842,300030.4995,284981.8105,281816.4728
383.1316258,362415.3218,377109.0941,844442.2424,814994.0575,348127.9851,785781.0001,258594.3719,32031.36763,50957.10925,62069.59726,89571.50755,31150.82318
323.1620703,22759.82915,14831.6526,61752.69587,71742.21684,49765.74336,74769.917,62959.5545,20277.34557,25845.67294,28538.73333,25909.2861,20501.70452
392.0996005,12963.36906,1280.531337,33247.36417,21745.82463,45853.65177,35280.33426,199176.0472,289622.9479,49646.55447,99403.64599,157124.7474,1650.610988
334.978688,411.895232,741.9043351,16277.00992,9783.903959,50345.8829,22449.37919,210151.6912,355774.2664,58134.70967,133102.7265,263562.7706,175069.7883
354.6478448,0,1089.474913,6730.897746,22803.30681,23021.16553,46865.74362,386170.3717,37569.76605,181888.8851,496749.1186,541357.7643,602970.6598
361.2238025,39131.53451,96070.96186,155866.1235,151789.9991,122739.3534,180794.2606,1561634.895,146366.9018,507580.0908,1213293.225,1256750.767,1303586.188
367.9840391,203.1008977,1849.630791,6043.573475,10659.26627,10650.47897,25063.49799,364079.6039,29685.07597,159637.4375,465116.9994,505194.6505,569230.9587
235.0660848,11078.35972,16120.42617,34726.39241,43512.36496,25086.10322,26594.03394,231912.1744,5106.735102,40877.4905,129399.4452,22463.08023,154016.1292
285.1708345,22261.74615,7420.586824,80593.86333,198710.4686,171057.7474,154081.206,125359.039,4374.284234,18505.18419,64124.11325,72265.6123,42766.65516
246.1099141,85475.38989,177998.5064,404457.5005,329042.4814,222996.0336,261633.2226,29813.68028,252.2337299,18929.1089,38005.0472,57238.43412,7737.520335
374.9406958,407.1183712,3172.791748,9240.993971,8786.286842,3526.473449,13316.56971,107331.5197,5370.252711,42597.06902,137027.0009,148803.2327,155185.1789
414.1673768,380013.0614,1126577.907,1122268.761,883392.4381,730506.5192,1193214.585,560.248793,0,4110.286394,448.6274226,439.4041368,0
